FID,id,gna,nam,fna,línea,caa,progresiva,fuente,geom,long,lat
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c3,595,Estación,Lima,Estación Lima,FFCC Mitre,SOFSE,,,POINT (-59.19462790090459 -34.04138997865702),-59.1946279,-34.04138998
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c4,598,Estación,Ramallo,Estación Ramallo,FFCC Mitre,SOFSE,,,POINT (-60.06783405375855 -33.50182940464974),-60.06783405,-33.5018294
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c5,600,Estación,Arroyo Seco,Estación Arroyo Seco,FFCC Mitre,SOFSE,,,POINT (-60.50910508692561 -33.15627146331385),-60.50910509,-33.15627146
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c6,606,Empalme,Emp. Villa Constitución,Empalme Emp. Villa Constitución,FFCC Mitre,SOFSE,,,POINT (-60.38325499199999 -33.26053191463777),-60.38325499,-33.26053191
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c7,617,Estación,Alem,Estación Alem,FFCC San Martín,SOFSE,,,POINT (-61.39025218409424 -34.51678325574187),-61.39025218,-34.51678326
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c8,618,Estación,Vedia,Estación Vedia,FFCC San Martín,SOFSE,,,POINT (-61.53845356690796 -34.48878150105307),-61.53845357,-34.4887815
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71c9,619,Estación,Alberdi,Estación Alberdi,FFCC San Martín,SOFSE,,,POINT (-61.81194067697112 -34.43675760502843),-61.81194068,-34.43675761
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ca,620,Estación,Iriarte,Estación Iriarte,FFCC San Martín,SOFSE,,,POINT (-61.92885215893261 -34.41432696424072),-61.92885216,-34.41432696
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71cb,621,Estación,Rufino,Estación Rufino,FFCC San Martín,SOFSE,,,POINT (-62.71096512723894 -34.26064623783542),-62.71096513,-34.26064624
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71cc,631,Estación,Serodino,Estación Serodino,FFCC Mitre,SOFSE,,,POINT (-60.94985959749241 -32.6068145322384),-60.9498596,-32.60681453
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71cd,632,Estación,Gálvez,Estación Gálvez,FFCC Mitre,SOFSE,,,POINT (-61.22267777777778 -32.03324722222222),-61.22267778,-32.03324722
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ce,633,Estación,Rafaela,Estación Rafaela,FFCC Mitre,SOFSE,,,POINT (-61.47645271484957 -31.24918521955893),-61.47645271,-31.24918522
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71cf,634,Estación,Sunchales,Estación Sunchales,FFCC Mitre,SOFSE,,,POINT (-61.56704748847395 -30.94641811613933),-61.56704749,-30.94641812
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d0,635,Estación,Ceres,Estación Ceres,FFCC Mitre,SOFSE,,,POINT (-61.94665967462221 -29.8823109002018),-61.94665967,-29.8823109
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d1,636,Estación,Pinto,Estación Pinto,FFCC Mitre,SOFSE,,,POINT (-62.65773535341598 -29.14372835427729),-62.65773535,-29.14372835
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d2,637,Estación,Colonia Dora,Estación Colonia Dora,FFCC Mitre,SOFSE,,,POINT (-62.95198581496799 -28.60420071072847),-62.95198581,-28.60420071
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d3,639,Estación,Cevil Pozo,Estación Cevil Pozo,FFCC Mitre,SOFSE,,,POINT (-65.12707234799569 -26.85802606946076),-65.12707235,-26.85802607
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d4,640,Estación,La Banda,Estación La Banda,FFCC Mitre,SOFSE,,,POINT (-64.24014169926143 -27.73246554011649),-64.2401417,-27.73246554
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d5,647,Estación,Córdoba,Estación Córdoba,FFCC Mitre,SOFSE,,,POINT (-64.1751455315645 -31.42034224309527),-64.17514553,-31.42034224
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d6,648,Apeadero,Valle Hermoso,Apeadero Valle Hermoso,FFCC Belgrano,SOFSE,,,POINT (-64.48544614244453 -31.11665684371227),-64.48544614,-31.11665684
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d7,649,Apeadero,Casa Grande,Apeadero Casa Grande,FFCC Belgrano,SOFSE,,,POINT (-64.47256722095295 -31.15329333186406),-64.47256722,-31.15329333
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d8,650,Apeadero,Cosquín,Apeadero Cosquín,FFCC Belgrano,SOFSE,,,POINT (-64.46783624797747 -31.24368032187875),-64.46783625,-31.24368032
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71d9,651,Apeadero,Santa María,Apeadero Santa María,FFCC Belgrano,SOFSE,,,POINT (-64.46263514229214 -31.27784485040181),-64.46263514,-31.27784485
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71da,652,Apeadero,Bialet Massé,Apeadero Bialet Massé,FFCC Belgrano,SOFSE,,,POINT (-64.46324944948456 -31.30771581830302),-64.46324945,-31.30771582
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71db,653,Estación,San Roque,Estación San Roque,FFCC Belgrano,SOFSE,,,POINT (-64.46079096928223 -31.34614321333638),-64.46079097,-31.34614321
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71dc,654,Apeadero,Cassaffousth,Apeadero Cassaffousth,FFCC Belgrano,SOFSE,,,POINT (-64.44180174339107 -31.37319415059831),-64.44180174,-31.37319415
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71dd,655,Apeadero,Casa Bamba,Apeadero Casa Bamba,FFCC Belgrano,SOFSE,,,POINT (-64.40382377370308 -31.34661837341594),-64.40382377,-31.34661837
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71de,656,Estación,La Calera,Estación La Calera,FFCC Belgrano,SOFSE,,,POINT (-64.33849824741361 -31.34341056385128),-64.33849825,-31.34341056
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71df,657,Estación,Dumesnil,Estación Dumesnil,FFCC Belgrano,SOFSE,,,POINT (-64.33207818778442 -31.32659316386889),-64.33207819,-31.32659316
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e0,658,Apeadero,Tristan Narvaja,Apeadero Tristan Narvaja,FFCC Belgrano,SOFSE,,,POINT (-64.290494 -31.33561900000001),-64.290494,-31.335619
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e1,659,Apeadero,La Tablada,Apeadero La Tablada,FFCC Belgrano,SOFSE,,,POINT (-64.23677695457826 -31.35269884956728),-64.23677695,-31.35269885
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e2,660,Apeadero,Rodriguez del Busto,Apeadero Rodriguez del Busto,FFCC Belgrano,SOFSE,,,POINT (-64.22026356800097 -31.36415665552647),-64.22026357,-31.36415666
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e3,661,Estación,Alta Córdoba,Estación Alta Córdoba,FFCC Belgrano,SOFSE,,,POINT (-64.18021916488098 -31.39812332452738),-64.18021916,-31.39812332
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e4,662,,Argüello,,FFCC Belgrano,SOFSE,,,POINT (-64.25704079861488 -31.33959271286482),-64.2570408,-31.33959271
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e5,663,,Hospital Neonatal,,FFCC Belgrano,SOFSE,,,POINT (-64.21120171537572 -31.369401548774068),-64.21120172,-31.36940155
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e6,664,Estación,James Craik,Estación James Craik,FFCC Mitre,SOFSE,,,POINT (-63.4637798804152 -32.16410677110896),-63.46377988,-32.16410677
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e7,665,Estación,Oliva,Estación Oliva,FFCC Mitre,SOFSE,,,POINT (-63.57131730049644 -32.04188849084148),-63.5713173,-32.04188849
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e8,666,Estación,Oncativo,Estación Oncativo,FFCC Mitre,SOFSE,,,POINT (-63.68510308800759 -31.91167451825206),-63.68510309,-31.91167452
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71e9,667,Estación,Manfredi,Estación Manfredi,FFCC Mitre,SOFSE,,,POINT (-63.74474927233725 -31.84319202120187),-63.74474927,-31.84319202
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ea,668,Estación,Laguna Larga,Estación Laguna Larga,FFCC Mitre,SOFSE,,,POINT (-63.80288369322263 -31.77734241110536),-63.80288369,-31.77734241
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71eb,669,Estación,Pilar,Estación Pilar,FFCC Mitre,SOFSE,,,POINT (-63.88531704919374 -31.68253117292485),-63.88531705,-31.68253117
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ec,670,Estación,Río Segundo,Estación Río Segundo,FFCC Mitre,SOFSE,,,POINT (-63.91039444444444 -31.65392222222222),-63.91039444,-31.65392222
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ed,671,Estación,Toledo,Estación Toledo,FFCC Mitre,SOFSE,,,POINT (-64.00959246440583 -31.55621965325702),-64.00959246,-31.55621965
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ee,675,Estación,Tío Pujio KM 570.7,Estación Tío Pujio KM 570.7,FFCC Mitre,SOFSE,,,POINT (-63.35527222222224 -32.28779722222222),-63.35527222,-32.28779722
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ef,676,Estación,Güemes,Estación Güemes,FFCC Belgrano,SOFSE,,,POINT (-65.04419339049528 -24.67327525749689),-65.04419339,-24.67327526
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f0,677,Estación,Campo Santo,Estación Campo Santo,FFCC Belgrano,SOFSE,,,POINT (-65.10163 -24.664186),-65.10163,-24.664186
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f1,678,Estación,Betania,Estación Betania,FFCC Belgrano,SOFSE,,,POINT (-65.147952 -24.684431),-65.147952,-24.684431
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f2,679,Estación,Salta,Estación Salta,FFCC Belgrano,SOFSE,,,POINT (-65.41136651010619 -24.77717046926736),-65.41136651,-24.77717047
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f3,680,Estación,Cerrillos,Estación Cerrillos,FFCC Belgrano,SOFSE,,,POINT (-65.492134 -24.906659),-65.492134,-24.906659
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f4,682,Estación,Rosario de Lerma,Estación Rosario de Lerma,FFCC Belgrano,SOFSE,,,POINT (-65.583188 -24.979265),-65.583188,-24.979265
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f5,683,Estación,Campo Quijano,Estación Campo Quijano,FFCC Belgrano,SOFSE,,,POINT (-65.646074 -24.910773),-65.646074,-24.910773
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f6,684,,Batalla de Salta,,FFCC Belgrano,SOFSE,,,POINT (-65.39596403350194 -24.741171510070515),-65.39596403,-24.74117151
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f7,685,Estación,Paraná,Estación Paraná,FFCC Urquiza,SOFSE,,,POINT (-60.53214444444444 -31.74210277777778),-60.53214444,-31.74210278
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f8,686,Estación,Ramón A. Parera,Estación Ramón A. Parera,FFCC Urquiza,SOFSE,,,POINT (-60.44870404633721 -31.75264841246846),-60.44870405,-31.75264841
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71f9,688,,Francisco Ramírez,,FFCC Urquiza,SOFSE,,,POINT (-60.52074998656361 -31.758279243043596),-60.52074999,-31.75827924
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71fa,689,,División de los Andes,,FFCC Urquiza,SOFSE,,,POINT (-60.51605039844833 -31.764163546268723),-60.5160504,-31.76416355
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71fb,690,,Miguel David,,FFCC Urquiza,SOFSE,,,POINT (-60.5125224346682 -31.76851622885459),-60.51252243,-31.76851623
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71fc,691,,Las Garzas,,FFCC Urquiza,SOFSE,,,POINT (-60.504209792737264 -31.773395815121923),-60.50420979,-31.77339582
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71fd,692,,Gobernador Parera,,FFCC Urquiza,SOFSE,,,POINT (-60.49522788495009 -31.771995102229614),-60.49522788,-31.7719951
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71fe,693,,Salvador Caputto,,FFCC Urquiza,SOFSE,,,POINT (-60.48295528367406 -31.76970912569861),-60.48295528,-31.76970913
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_71ff,694,,Gobernador Maya,,FFCC Urquiza,SOFSE,,,POINT (-60.454365031741496 -31.751994034843392),-60.45436503,-31.75199403
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7200,695,,Colonia Avellaneda,,FFCC Urquiza,SOFSE,,,POINT (-60.40913640517234 -31.756235445844368),-60.40913641,-31.75623545
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7201,696,Estación,Neuquén,Estación Neuquén,FFCC Roca,SOFSE,,,POINT (-68.0582410421927 -38.95594550224196),-68.05824104,-38.9559455
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7202,697,Estación,Plottier,Estación Plottier,FFCC Roca,SOFSE,,,POINT (-68.2329388888889 -38.95515555555556),-68.23293889,-38.95515556
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7203,698,Estación,Cipolletti,Estación Cipolletti,FFCC Roca,SOFSE,,,POINT (-67.99640741359401 -38.94195236208597),-67.99640741,-38.94195236
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7204,699,Estación,Posadas,Estación Posadas,FFCC Urquiza,SOFSE,,,POINT (-55.88367653478601 -27.38020690622136),-55.88367653,-27.38020691
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7205,700,,Encarnación,,FFCC Urquiza,SOFSE,,,POINT (-55.8489851840084 -27.361155833000392),-55.84898518,-27.36115583
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7206,701,Estación,Cacuí,Estación Cacuí,FFCC Belgrano,SOFSE,,,POINT (-59.04521420576477 -27.415267559984),-59.04521421,-27.41526756
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7207,702,Estación,Resistencia,Estación Resistencia,FFCC Belgrano,SOFSE,,,POINT (-58.98111556907945 -27.463815479167216),-58.98111557,-27.46381548
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7208,703,Apeadero,Charadai,Apeadero Charadai,FFCC Belgrano,SOFSE,,,POINT (-59.86092444840903 -27.65084436163672),-59.86092445,-27.65084436
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7209,704,Apeadero,Río Tapenaga,Apeadero Río Tapenaga,FFCC Belgrano,SOFSE,,,POINT (-59.66158072054348 -27.56505200840186),-59.66158072,-27.56505201
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_720a,705,Apeadero,Cote Lai,Apeadero Cote Lai,FFCC Belgrano,SOFSE,,,POINT (-59.57425669616629 -27.52730610169486),-59.5742567,-27.5273061
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_720b,706,Apeadero,General Obligado,Apeadero General Obligado,FFCC Belgrano,SOFSE,,,POINT (-59.41914755981744 -27.41085387563074),-59.41914756,-27.41085388
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_720c,707,Apeadero,Fortín Cardoso,Apeadero Fortín Cardoso,FFCC Belgrano,SOFSE,,,POINT (-59.23377862945083 -27.4090255233531),-59.23377863,-27.40902552
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_720d,708,Apeadero,General Dónovan,Apeadero General Dónovan,FFCC Belgrano,SOFSE,,,POINT (-59.10842356203307 -27.38591700118522),-59.10842356,-27.385917
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_720e,709,,Desvío Km. 474,,FFCC Belgrano,SOFSE,,,POINT (-59.70982990451206 -27.585795386830373),-59.7098299,-27.58579539
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_720f,710,,Km. 501,,FFCC Belgrano,SOFSE,,,POINT (-59.491941392504835 -27.45925081428257),-59.49194139,-27.45925081
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7210,711,,Desvío Km 519,,FFCC Belgrano,SOFSE,,,POINT (-59.336986787680225 -27.412607443352005),-59.33698679,-27.41260744
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7211,712,,Desvío Km. 523,,FFCC Belgrano,SOFSE,,,POINT (-59.292445050153326 -27.413521297088348),-59.29244505,-27.4135213
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7212,713,,Desvío Km. 535,,FFCC Belgrano,SOFSE,,,POINT (-59.16675678387706 -27.394111688260082),-59.16675678,-27.39411169
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7213,714,,Sarmiento,,FFCC Belgrano,SOFSE,,,POINT (-59.035456488862316 -27.420896580139335),-59.03545649,-27.42089658
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7214,715,,Güemes,,FFCC Belgrano,SOFSE,,,POINT (-59.029598156975695 -27.42429188054513),-59.02959816,-27.42429188
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7215,716,,Fotheringham,,FFCC Belgrano,SOFSE,,,POINT (-59.00774393185524 -27.44012433897977),-59.00774393,-27.44012434
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7216,717,,Hernandarias,,FFCC Belgrano,SOFSE,,,POINT (-58.99848799766425 -27.44833060741819),-58.998488,-27.44833061
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7217,718,,Alberdi,,FFCC Belgrano,SOFSE,,,POINT (-58.991359017761354 -27.454713772181094),-58.99135902,-27.45471377
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7218,719,Estación,Presidencia Roque Sáenz Peña,Estación Presidencia Roque Sáenz Peña,FFCC Belgrano,SOFSE,,,POINT (-60.44108451680598 -26.79464097819044),-60.44108452,-26.79464098
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7219,720,Estación,Chorotis,Estación Chorotis,FFCC Belgrano,SOFSE,,,POINT (-61.39907866960692 -27.91626824393696),-61.39907867,-27.91626824
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_721a,721,Estación,Venados Grandes,Estación Venados Grandes,FFCC Belgrano,SOFSE,,,POINT (-61.3821510310424 -27.81627798932484),-61.38215103,-27.81627799
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_721b,722,Estación,Zuberbühler,Estación Zuberbühler,FFCC Belgrano,SOFSE,,,POINT (-61.3651149672491 -27.71537929666823),-61.36511497,-27.7153793
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_721c,723,Estación,Hermoso Campo,Estación Hermoso Campo,FFCC Belgrano,SOFSE,,,POINT (-61.34737744870067 -27.61009009628636),-61.34737745,-27.6100901
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_721d,724,Estación,Itín,Estación Itín,FFCC Belgrano,SOFSE,,,POINT (-61.32661069705846 -27.48648977330158),-61.3266107,-27.48648977
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_721e,725,Estación,Avia Terai,Estación Avia Terai,FFCC Belgrano,SOFSE,,,POINT (-60.733715685272 -26.69103614924401),-60.73371569,-26.69103615
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_721f,726,Estación,General Pinedo,Estación General Pinedo,FFCC Belgrano,SOFSE,,,POINT (-61.280225 -27.31768333333334),-61.280225,-27.31768333
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7220,727,Estación,Charata,Estación Charata,FFCC Belgrano,SOFSE,,,POINT (-61.19178307806127 -27.21507363949439),-61.19178308,-27.21507364
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7221,728,Estación,Pampa del Cielo,Estación Pampa del Cielo,FFCC Belgrano,SOFSE,,,POINT (-61.1409466681108 -27.15598329554491),-61.14094667,-27.1559833
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7222,729,Estación,Las Breñas,Estación Las Breñas,FFCC Belgrano,SOFSE,,,POINT (-61.08405443247315 -27.08971191240073),-61.08405443,-27.08971191
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7223,730,Estación,Pozo del Indio,Estación Pozo del Indio,FFCC Belgrano,SOFSE,,,POINT (-61.01836358760643 -27.01280966951525),-61.01836359,-27.01280967
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7224,731,Estación,Corzuela,Estación Corzuela,FFCC Belgrano,SOFSE,,,POINT (-60.96956471699804 -26.95570748261845),-60.96956472,-26.95570748
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7225,732,Estación,Campo Largo,Estación Campo Largo,FFCC Belgrano,SOFSE,,,POINT (-60.8416647310603 -26.80504102206658),-60.84166473,-26.80504102
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7226,733,,La Mascota,,FFCC Belgrano,SOFSE,,,POINT (-60.54003425036302 -26.75960006792245),-60.54003425,-26.75960007
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7227,734,,Napenay,,FFCC Belgrano,SOFSE,,,POINT (-60.61868253567455 -26.731816089217848),-60.61868254,-26.73181609
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7228,735,,Las Chuñas,,FFCC Belgrano,SOFSE,,,POINT (-60.90868457968963 -26.884151725286756),-60.90868458,-26.88415173
Estacion_ffcc_serv_22.view.fid--17805235_19bfc7f60e0_7229,800,Estacion,Domselar,Estacion Domselar,Roca,,,,POINT (-58.29042002899326 -35.07051541275889),-58.29042003,-35.07051541
